lang,,SP, ,HIP, ,HCP, ,OPT, ,NS, ,NT, ,WHM, ,PI, ,TM, ,VtoI, ,ItoC, ,AH, ,QInv,
"141",0,1.2e-322,2326,1.2e-322,778,0.5,-1,0.5,-1,0.003615185,-1,0.932154799,-1,0.5,-1,3.30E-291,4920,3.65E-257,5063,0.95447552,-1,0.5,-1,1.2e-322,1382,0.5,-1
"141",0,1.2e-322,2388,1.2e-322,811,0.5,-1,0.5,-1,0.004385219,-1,0.942024612,-1,0.5,-1,1.54E-288,4401,9.63E-255,4935,0.95504276,-1,0.5,-1,1.2e-322,1275,0.5,-1
"141",0,1.2e-322,2193,1.2e-322,704,0.5,-1,0.5,-1,0.003655191,-1,0.950728148,-1,0.5,-1,2.70E-289,4803,3.30E-257,5288,0.960921624,-1,0.5,-1,1.2e-322,1287,0.5,-1
"141",0,1.2e-322,2174,1.2e-322,775,0.5,-1,0.5,-1,0.003912523,-1,0.925724342,-1,0.5,-1,2.54E-289,4382,9.81E-257,4942,0.958364229,-1,0.5,-1,1.2e-322,1182,0.5,-1
"141",0,1.2e-322,2324,1.2e-322,741,0.5,-1,0.5,-1,0.003669849,-1,0.941767645,-1,0.5,-1,1.73E-288,4845,8.52E-257,4756,0.954212812,-1,0.5,-1,1.2e-322,1221,0.5,-1
"141",0,1.2e-322,2235,1.2e-322,790,0.5,-1,0.5,-1,0.004311263,-1,0.956201195,-1,0.5,-1,1.74E-285,4533,3.04E-256,5154,0.957545479,-1,0.5,-1,1.2e-322,1283,0.5,-1
"141",0,1.2e-322,2221,1.2e-322,803,0.5,-1,0.5,-1,0.003940021,-1,0.916185102,-1,0.5,-1,6.30E-292,5059,5.80E-257,4981,0.957244609,-1,0.5,-1,1.2e-322,1296,0.5,-1
"141",0,1.2e-322,2288,1.2e-322,783,0.5,-1,0.5,-1,0.003615185,-1,0.941674134,-1,0.5,-1,3.05E-290,4286,2.64E-258,4806,0.96364551,-1,0.5,-1,1.2e-322,1330,0.5,-1
"141",0,1.2e-322,2266,1.2e-322,777,0.5,-1,0.5,-1,0.004027706,-1,0.938278746,-1,0.5,-1,1.20E-290,4794,1.95E-255,6038,0.964063321,-1,0.5,-1,1.2e-322,1409,0.5,-1
"141",0,1.2e-322,2448,1.2e-322,776,0.5,-1,0.5,-1,0.003449121,-1,0.926969918,-1,0.5,-1,1.42E-289,4702,3.95E-258,5260,0.953981878,-1,0.5,-1,1.2e-322,1256,0.5,-1
"141",0,1.2e-322,2169,1.2e-322,737,0.5,-1,0.5,-1,0.004208974,-1,0.952334347,-1,0.5,-1,4.67E-287,4928,1.02E-255,5546,0.952032612,-1,0.5,-1,1.2e-322,1350,0.5,-1
"141",0,1.2e-322,2339,1.2e-322,777,0.5,-1,0.5,-1,0.003947913,-1,0.94507198,-1,0.5,-1,3.66E-288,4808,4.12E-255,5367,0.955656885,-1,0.5,-1,1.2e-322,1197,0.5,-1
"141",0,1.2e-322,2217,1.2e-322,838,0.5,-1,0.5,-1,0.004171245,-1,0.934197969,-1,0.5,-1,1.73E-288,4989,1.36E-254,5302,0.956578166,-1,0.5,-1,1.2e-322,1218,0.5,-1
"141",0,1.2e-322,2271,1.2e-322,760,0.5,-1,0.5,-1,0.003522356,-1,0.924674679,-1,0.5,-1,1.92E-287,4316,1.69E-257,5048,0.953450796,-1,0.5,-1,1.2e-322,1311,0.5,-1
"141",0,1.2e-322,2412,1.2e-322,821,0.5,-1,0.5,-1,0.004264076,-1,0.93577424,-1,0.5,-1,1.51E-286,4781,2.07E-254,5579,0.961379255,-1,0.5,-1,1.2e-322,1298,0.5,-1
"141",0,1.2e-322,2163,1.2e-322,743,0.5,-1,0.5,-1,0.003452574,-1,0.945403072,-1,0.5,-1,3.05E-289,4828,2.03E-257,4884,0.951506359,-1,0.5,-1,1.2e-322,1312,0.5,-1
"141",0,1.2e-322,2170,1.2e-322,818,0.5,-1,0.5,-1,0.004332885,-1,0.932836689,-1,0.5,-1,1.51E-284,4737,1.18E-255,5324,0.950235095,-1,0.5,-1,1.2e-322,1242,0.5,-1
"141",0,1.2e-322,2323,1.2e-322,810,0.5,-1,0.5,-1,0.003714175,-1,0.933386673,-1,0.5,-1,6.57E-289,4400,2.29E-256,6023,0.955105115,-1,0.5,-1,1.2e-322,1255,0.5,-1
"141",0,1.2e-322,2415,1.2e-322,833,0.5,-1,0.5,-1,0.003666179,-1,0.946773506,-1,0.5,-1,3.96E-290,4698,6.17E-256,5537,0.944705642,-1,0.5,-1,1.2e-322,1383,0.5,-1
"141",0,1.2e-322,2257,1.2e-322,851,0.5,-1,0.5,-1,0.004294044,-1,0.957591571,-1,0.5,-1,3.89E-286,5064,1.69E-255,5324,0.95041271,-1,0.5,-1,1.2e-322,1254,0.5,-1
"141",0,1.2e-322,2303,1.2e-322,771,0.5,-1,0.5,-1,0.004192164,-1,0.94314761,-1,0.5,-1,5.37E-290,4380,2.49E-255,5120,0.955961687,-1,0.5,-1,1.2e-322,1267,0.5,-1
"141",0,1.2e-322,2340,1.2e-322,797,0.5,-1,0.5,-1,0.00391644,-1,0.939251695,-1,0.5,-1,1.70E-287,4789,1.53E-256,6387,0.948709635,-1,0.5,-1,1.2e-322,1283,0.5,-1
"141",0,1.2e-322,2248,1.2e-322,782,0.5,-1,0.5,-1,0.003725339,-1,0.933138128,-1,0.5,-1,1.42E-287,4752,8.35E-256,5499,0.962100133,-1,0.5,-1,1.2e-322,1217,0.5,-1
"141",0,1.2e-322,2230,1.2e-322,807,0.5,-1,0.5,-1,0.00395582,-1,0.950735624,-1,0.5,-1,1.88E-289,4864,2.86E-255,5244,0.955597049,-1,0.5,-1,1.2e-322,1260,0.5,-1
"141",0,1.2e-322,2249,1.2e-322,697,0.5,-1,0.5,-1,0.003831177,-1,0.940730271,-1,0.5,-1,5.17E-285,4948,4.84E-257,4930,0.949315462,-1,0.5,-1,1.2e-322,1373,0.5,-1
"141",0,1.2e-322,2495,1.2e-322,840,0.5,-1,0.5,-1,0.003975659,-1,0.930421088,-1,0.5,-1,8.73E-288,4625,1.91E-256,5635,0.951355229,-1,0.5,-1,1.2e-322,1283,0.5,-1
"141",0,1.2e-322,2371,1.2e-322,818,0.5,-1,0.5,-1,0.003673522,-1,0.930342546,-1,0.5,-1,8.38E-289,4380,4.75E-255,5604,0.950690391,-1,0.5,-1,1.2e-322,1281,0.5,-1
"135",0,1.2e-322,2444,1.2e-322,764,0.5,-1,0.5,-1,0.003889107,-1,0.942865851,-1,0.5,-1,3.89E-287,4666,7.54E-258,4820,3.52E-94,14515,0.5,-1,6.03E-212,6400,0.5,-1
"135",0,1.2e-322,2183,1.2e-322,803,0.5,-1,0.5,-1,0.003804439,-1,0.933674088,-1,0.5,-1,1.11E-289,5036,3.95E-256,5265,2.31E-94,14546,0.5,-1,6.33E-212,6403,0.5,-1
"135",0,1.2e-322,2521,1.2e-322,758,0.5,-1,0.5,-1,0.003789244,-1,0.937971187,-1,0.5,-1,3.88E-293,4739,7.54E-259,5198,2.81E-94,14591,0.5,-1,6.12E-212,6386,0.5,-1
"135",0,1.2e-322,2101,1.2e-322,720,0.5,-1,0.5,-1,0.00360435,-1,0.931764512,-1,0.5,-1,1.57E-288,4737,9.22E-259,5183,2.68E-94,14402,0.5,-1,5.47E-212,6424,0.5,-1
"135",0,1.2e-322,2405,1.2e-322,795,0.5,-1,0.5,-1,0.004302645,-1,0.946161091,-1,0.5,-1,7.88E-290,4538,3.10E-259,4955,2.55E-94,14684,0.5,-1,5.85E-212,6397,0.5,-1
"135",0,1.2e-322,2538,1.2e-322,753,0.5,-1,0.5,-1,0.003350484,-1,0.952301032,-1,0.5,-1,6.57E-291,4099,6.42E-258,5242,3.76E-94,14680,0.5,-1,6.67E-212,6414,0.5,-1
"135",0,1.2e-322,2295,1.2e-322,778,0.5,-1,0.5,-1,0.004610169,-1,0.924210365,-1,0.5,-1,1.28E-291,4736,7.25E-255,5555,2.34E-94,14475,0.5,-1,7.33E-212,6406,0.5,-1
"135",0,1.2e-322,2158,1.2e-322,839,0.5,-1,0.5,-1,0.00374777,-1,0.940462807,-1,0.5,-1,1.70E-292,4878,1.99E-258,5255,3.67E-94,14589,0.5,-1,6.72E-212,6371,0.5,-1
"135",0,1.2e-322,2352,1.2e-322,779,0.5,-1,0.5,-1,0.003669849,-1,0.944031717,-1,0.5,-1,3.30E-291,4569,3.87E-259,5697,2.24E-94,14171,0.5,-1,4.66E-212,6386,0.5,-1
"135",0,1.2e-322,2574,1.2e-322,744,0.5,-1,0.5,-1,0.004251297,-1,0.929607353,-1,0.5,-1,2.39E-290,4090,6.40E-262,5157,3.71E-94,14474,0.5,-1,5.62E-212,6412,0.5,-1
"135",0,1.2e-322,2147,1.2e-322,723,0.5,-1,0.5,-1,0.004056013,-1,0.951083323,-1,0.5,-1,4.57E-289,4833,1.47E-256,5935,4.24E-94,14596,0.5,-1,7.02E-212,6414,0.5,-1
"135",0,1.2e-322,2213,1.2e-322,753,0.5,-1,0.5,-1,0.004255552,-1,0.949883796,-1,0.5,-1,9.63E-293,4483,7.10E-257,5188,2.28E-94,14387,0.5,-1,6.23E-212,6394,0.5,-1
"135",0,1.2e-322,2022,1.2e-322,790,0.5,-1,0.5,-1,0.00336392,-1,0.935245106,-1,0.5,-1,1.44E-290,4498,2.92E-257,5318,1.98E-94,14469,0.5,-1,5.88E-212,6386,0.5,-1
"135",0,1.2e-322,2449,1.2e-322,749,0.5,-1,0.5,-1,0.003390953,-1,0.941001306,-1,0.5,-1,1.60E-289,4503,3.22E-262,5193,3.69E-94,14374,0.5,-1,6.46E-212,6383,0.5,-1
"135",0,1.2e-322,2310,1.2e-322,725,0.5,-1,0.5,-1,0.003789244,-1,0.948828738,-1,0.5,-1,4.13E-290,4792,1.95E-259,5662,1.32E-94,14414,0.5,-1,5.71E-212,6389,0.5,-1
"135",0,1.2e-322,2117,1.2e-322,803,0.5,-1,0.5,-1,0.003695641,-1,0.941847858,-1,0.5,-1,3.88E-290,4680,4.84E-257,5327,2.57E-94,14674,0.5,-1,6.42E-212,6394,0.5,-1
"135",0,1.2e-322,2181,1.2e-322,754,0.5,-1,0.5,-1,0.003975659,-1,0.930701785,-1,0.5,-1,2.16E-288,4210,4.83E-259,5652,3.52E-94,14407,0.5,-1,5.55E-212,6417,0.5,-1
"135",0,1.2e-322,2227,1.2e-322,775,0.5,-1,0.5,-1,0.003476839,-1,0.940752225,-1,0.5,-1,1.13E-291,4875,1.73E-256,5433,3.70E-94,14350,0.5,-1,5.32E-212,6387,0.5,-1
"135",0,1.2e-322,2086,1.2e-322,750,0.5,-1,0.5,-1,0.003896897,-1,0.944160159,-1,0.5,-1,1.60E-289,5049,3.72E-256,4923,2.65E-94,14703,0.5,-1,5.71E-212,6405,0.5,-1
"135",0,1.2e-322,2048,1.2e-322,751,0.5,-1,0.5,-1,0.00386583,-1,0.949862613,-1,0.5,-1,1.70E-289,5026,1.53E-258,5254,3.58E-94,14387,0.5,-1,6.18E-212,6375,0.5,-1
"135",0,1.2e-322,2298,1.2e-322,801,0.5,-1,0.5,-1,0.003401146,-1,0.9479021,-1,0.5,-1,2.08E-290,4303,7.23E-260,4876,2.58E-94,14709,0.5,-1,5.13E-212,6399,0.5,-1
"135",0,1.2e-322,2236,1.2e-322,722,0.5,-1,0.5,-1,0.003842693,-1,0.938218669,-1,0.5,-1,9.63E-293,5008,5.46E-258,5439,1.85E-94,14170,0.5,-1,7.25E-212,6399,0.5,-1
"135",0,1.2e-322,2488,1.2e-322,770,0.5,-1,0.5,-1,0.004192164,-1,0.947807915,-1,0.5,-1,2.87E-290,4716,1.41E-256,5033,2.82E-94,14304,0.5,-1,6.69E-212,6400,0.5,-1
"135",0,1.2e-322,2296,1.2e-322,861,0.5,-1,0.5,-1,0.003889107,-1,0.932051025,-1,0.5,-1,1.36E-288,5022,1.83E-258,5100,2.54E-94,14451,0.5,-1,6.57E-212,6406,0.5,-1
"135",0,1.2e-322,2366,1.2e-322,771,0.5,-1,0.5,-1,0.004230083,-1,0.940056642,-1,0.5,-1,8.21E-289,4806,8.17E-259,5835,3.83E-94,14358,0.5,-1,6.91E-212,6408,0.5,-1
"135",0,1.2e-322,2260,1.2e-322,806,0.5,-1,0.5,-1,0.003568468,-1,0.934539286,-1,0.5,-1,9.26E-290,4537,1.11E-258,5096,2.99E-94,14342,0.5,-1,5.84E-212,6378,0.5,-1
"135",0,1.2e-322,2169,1.2e-322,842,0.5,-1,0.5,-1,0.003607958,-1,0.949963691,-1,0.5,-1,6.84E-289,4809,2.20E-260,5166,2.66E-94,14571,0.5,-1,7.52E-212,6415,0.5,-1
"135",0,1.2e-322,2310,1.2e-322,741,0.5,-1,0.5,-1,0.003438784,-1,0.948545222,-1,0.5,-1,8.88E-294,4647,2.07E-259,5037,3.93E-94,14655,0.5,-1,5.67E-212,6424,0.5,-1
"135",0,1.2e-322,2393,1.2e-322,813,0.5,-1,0.5,-1,0.003781669,-1,0.949332778,-1,0.5,-1,6.06E-290,4319,1.22E-257,5657,2.57E-94,14452,0.5,-1,5.26E-212,6398,0.5,-1
"135",0,1.2e-322,2424,1.2e-322,785,0.5,-1,0.5,-1,0.004072278,-1,0.940785613,-1,0.5,-1,1.95E-290,4772,2.64E-256,5686,3.28E-94,14449,0.5,-1,7.11E-212,6401,0.5,-1
"135",0,1.2e-322,2240,1.2e-322,767,0.5,-1,0.5,-1,0.00377411,-1,0.936251521,-1,0.5,-1,2.99E-289,4692,9.61E-257,5443,2.17E-94,14551,0.5,-1,5.84E-212,6418,0.5,-1
"135",0,1.2e-322,2150,1.2e-322,815,0.5,-1,0.5,-1,0.004039813,-1,0.938743134,-1,0.5,-1,1.07E-287,4787,2.38E-258,5438,1.79E-94,14417,0.5,-1,6.50E-212,6412,0.5,-1
"135",0,1.2e-322,2105,1.2e-322,832,0.5,-1,0.5,-1,0.0038697,-1,0.941830745,-1,0.5,-1,9.09E-288,4462,1.15E-257,5080,1.99E-94,14668,0.5,-1,5.33E-212,6401,0.5,-1
"135",0,1.2e-322,2205,1.2e-322,749,0.5,-1,0.5,-1,0.004076354,-1,0.938883443,-1,0.5,-1,5.37E-290,4596,8.69E-258,4896,2.61E-94,14345,0.5,-1,6.09E-212,6388,0.5,-1
"135",0,1.2e-322,2100,1.2e-322,769,0.5,-1,0.5,-1,0.003615185,-1,0.947623792,-1,0.5,-1,6.84E-291,4248,1.41E-256,5137,1.50E-94,14432,0.5,-1,5.65E-212,6372,0.5,-1
"135",0,1.2e-322,2390,1.2e-322,748,0.5,-1,0.5,-1,0.003554216,-1,0.92871857,-1,0.5,-1,3.89E-289,4522,8.86E-259,6134,2.85E-94,14060,0.5,-1,5.49E-212,6370,0.5,-1
"135",0,1.2e-322,2544,1.2e-322,774,0.5,-1,0.5,-1,0.003963744,-1,0.937734492,-1,0.5,-1,4.56E-291,4258,4.84E-257,5512,4.95E-94,14390,0.5,-1,5.41E-212,6386,0.5,-1
"135",0,1.2e-322,2282,1.2e-322,764,0.5,-1,0.5,-1,0.003407959,-1,0.939719876,-1,0.5,-1,9.26E-290,4411,7.09E-260,5084,3.44E-94,14536,0.5,-1,6.30E-212,6426,0.5,-1
"135",0,1.2e-322,2581,1.2e-322,777,0.5,-1,0.5,-1,0.003550662,-1,0.951524718,-1,0.5,-1,1.23E-290,4089,1.11E-257,4982,3.06E-94,14344,0.5,-1,6.36E-212,6398,0.5,-1
"135",0,1.2e-322,2231,1.2e-322,807,0.5,-1,0.5,-1,0.003877451,-1,0.937547811,-1,0.5,-1,2.30E-289,4583,1.33E-260,4555,6.51E-94,14645,0.5,-1,6.01E-212,6390,0.5,-1
"135",0,1.2e-322,2185,1.2e-322,817,0.5,-1,0.5,-1,0.00391644,-1,0.939959742,-1,0.5,-1,1.36E-291,4685,3.72E-257,4944,3.36E-94,14326,0.5,-1,5.74E-212,6410,0.5,-1
"135",0,1.2e-322,2241,1.2e-322,758,0.5,-1,0.5,-1,0.003971683,-1,0.936878702,-1,0.5,-1,2.04E-290,4578,6.69E-256,5107,2.70E-94,14487,0.5,-1,6.95E-212,6396,0.5,-1
"135",0,1.2e-322,2373,1.2e-322,773,0.5,-1,0.5,-1,0.003877451,-1,0.933014102,-1,0.5,-1,1.77E-292,4545,3.88E-255,5685,2.24E-94,14399,0.5,-1,5.25E-212,6388,0.5,-1
"135",0,1.2e-322,2151,1.2e-322,812,0.5,-1,0.5,-1,0.004213188,-1,0.938031557,-1,0.5,-1,3.88E-292,3995,1.73E-257,4955,1.48E-94,14258,0.5,-1,6.10E-212,6383,0.5,-1
"135",0,1.2e-322,2285,1.2e-322,775,0.5,-1,0.5,-1,0.004100898,-1,0.967223514,-1,0.5,-1,1.77E-288,3858,2.34E-257,5510,1.25E-94,14578,0.5,-1,6.18E-212,6389,0.5,-1
"135",0,1.2e-322,2293,1.2e-322,798,0.5,-1,0.5,-1,0.0036772,-1,0.945312422,-1,0.5,-1,1.11E-291,4741,7.39E-257,5552,2.55E-94,14501,0.5,-1,5.46E-212,6430,0.5,-1
"135",0,1.2e-322,2087,1.2e-322,766,0.5,-1,0.5,-1,0.003781669,-1,0.933368673,-1,0.5,-1,1.88E-291,4767,1.53E-256,5471,3.43E-94,14359,0.5,-1,5.77E-212,6374,0.5,-1
"135",0,1.2e-322,2029,1.2e-322,775,0.5,-1,0.5,-1,0.003838851,-1,0.938876094,-1,0.5,-1,4.21E-291,4802,1.23E-256,5190,3.61E-94,14545,0.5,-1,7.36E-212,6403,0.5,-1
"135",0,1.2e-322,2159,1.2e-322,764,0.5,-1,0.5,-1,0.003808247,-1,0.945785286,-1,0.5,-1,1.25E-292,4732,4.29E-256,5335,3.68E-94,14526,0.5,-1,6.42E-212,6384,0.5,-1
"135",0,1.2e-322,1998,1.2e-322,831,0.5,-1,0.5,-1,0.003582778,-1,0.938942284,-1,0.5,-1,5.47E-291,5263,1.50E-257,5253,3.28E-94,14616,0.5,-1,7.00E-212,6358,0.5,-1
"135",0,1.2e-322,2193,1.2e-322,751,0.5,-1,0.5,-1,0.003575616,-1,0.935003017,-1,0.5,-1,6.57E-289,4433,1.00E-256,5749,1.70E-94,14209,0.5,-1,6.82E-212,6406,0.5,-1
"135",0,1.2e-322,2643,1.2e-322,730,0.5,-1,0.5,-1,0.003404551,-1,0.938900471,-1,0.5,-1,3.88E-292,4317,7.10E-258,5032,3.37E-94,14433,0.5,-1,5.59E-212,6416,0.5,-1
"135",0,1.2e-322,2345,1.2e-322,774,0.5,-1,0.5,-1,0.003688253,-1,0.929991661,-1,0.5,-1,8.72E-290,4450,1.47E-259,5580,3.11E-94,14472,0.5,-1,5.87E-212,6395,0.5,-1
"135",0,1.2e-322,2271,1.2e-322,710,0.5,-1,0.5,-1,0.00385039,-1,0.936039098,-1,0.5,-1,9.26E-291,4335,1.62E-257,5483,3.51E-94,14465,0.5,-1,6.60E-212,6405,0.5,-1
"135",0,1.2e-322,2162,1.2e-322,772,0.5,-1,0.5,-1,0.004100898,-1,0.938626365,-1,0.5,-1,1.11E-289,4496,1.76E-260,4932,3.60E-94,14496,0.5,-1,6.77E-212,6386,0.5,-1
"135",0,1.2e-322,2399,1.2e-322,751,0.5,-1,0.5,-1,0.003655191,-1,0.942955285,-1,0.5,-1,9.64E-290,4697,9.61E-257,5086,2.36E-94,14499,0.5,-1,5.89E-212,6358,0.5,-1
"135",0,1.2e-322,2294,1.2e-322,768,0.5,-1,0.5,-1,0.003885218,-1,0.938778982,-1,0.5,-1,8.37E-290,4719,1.87E-257,5365,3.27E-94,14459,0.5,-1,6.19E-212,6400,0.5,-1
"135",0,1.2e-322,2335,1.2e-322,784,0.5,-1,0.5,-1,0.004023678,-1,0.939223597,-1,0.5,-1,6.31E-289,4447,3.87E-259,5542,2.10E-94,14601,0.5,-1,6.11E-212,6396,0.5,-1
"135",0,1.2e-322,2275,1.2e-322,814,0.5,-1,0.5,-1,0.004056013,-1,0.948016856,-1,0.5,-1,3.59E-289,4601,2.29E-256,5314,2.70E-94,14445,0.5,-1,6.01E-212,6394,0.5,-1
"135",0,1.2e-322,2209,1.2e-322,820,0.5,-1,0.5,-1,0.003943965,-1,0.932339023,-1,0.5,-1,6.85E-288,4772,2.43E-257,5019,3.29E-94,14614,0.5,-1,5.90E-212,6410,0.5,-1
"135",0,1.2e-322,2428,1.2e-322,825,0.5,-1,0.5,-1,0.003547111,-1,0.932969407,-1,0.5,-1,2.11E-294,4867,1.09E-256,5449,2.57E-94,14422,0.5,-1,5.18E-212,6391,0.5,-1
"135",0,1.2e-322,2169,1.2e-322,777,0.5,-1,0.5,-1,0.003618804,-1,0.935919027,-1,0.5,-1,6.98E-291,4309,5.79E-260,4619,3.19E-94,14360,0.5,-1,5.94E-212,6390,0.5,-1
"135",0,1.2e-322,2406,1.2e-322,781,0.5,-1,0.5,-1,0.003912523,-1,0.93636677,-1,0.5,-1,8.20E-290,4857,4.84E-255,5100,2.04E-94,14490,0.5,-1,5.62E-212,6429,0.5,-1
"135",0,1.2e-322,2229,1.2e-322,757,0.5,-1,0.5,-1,0.003442226,-1,0.941784493,-1,0.5,-1,1.28E-290,4456,1.56E-256,4793,3.65E-94,14866,0.5,-1,6.89E-212,6412,0.5,-1
"135",0,1.2e-322,2051,1.2e-322,769,0.5,-1,0.5,-1,0.003717892,-1,0.930071192,-1,0.5,-1,1.70E-290,4697,4.94E-256,5690,2.77E-94,14809,0.5,-1,7.11E-212,6401,0.5,-1
"135",0,1.2e-322,2354,1.2e-322,808,0.5,-1,0.5,-1,0.004455982,-1,0.939295896,-1,0.5,-1,2.04E-287,4426,3.88E-256,5208,2.40E-94,14546,0.5,-1,7.43E-212,6397,0.5,-1
"135",0,1.2e-322,2274,1.2e-322,803,0.5,-1,0.5,-1,0.003889107,-1,0.942756684,-1,0.5,-1,2.65E-287,4379,1.08E-259,5327,3.02E-94,14246,0.5,-1,7.09E-212,6402,0.5,-1
"135",0,1.2e-322,2235,1.2e-322,755,0.5,-1,0.5,-1,0.003418203,-1,0.944380578,-1,0.5,-1,1.03E-288,4733,8.68E-259,5806,2.11E-94,14371,0.5,-1,6.22E-212,6404,0.5,-1
"135",0,1.2e-322,2116,1.2e-322,759,0.5,-1,0.5,-1,0.003452574,-1,0.944923475,-1,0.5,-1,6.06E-291,4586,4.38E-255,5197,2.71E-94,14526,0.5,-1,5.51E-212,6393,0.5,-1
"135",0,1.2e-322,2205,1.2e-322,721,0.5,-1,0.5,-1,0.003940021,-1,0.939406506,-1,0.5,-1,2.70E-289,4343,3.87E-258,4942,1.95E-94,14421,0.5,-1,4.96E-212,6397,0.5,-1
"135",0,1.2e-322,2308,1.2e-322,813,0.5,-1,0.5,-1,0.004276894,-1,0.939040448,-1,0.5,-1,2.70E-287,5203,1.11E-257,4801,2.15E-94,14325,0.5,-1,5.54E-212,6386,0.5,-1
"135",0,1.2e-322,2059,1.2e-322,821,0.5,-1,0.5,-1,0.004154585,-1,0.932260773,-1,0.5,-1,9.46E-289,4949,1.11E-258,5525,4.34E-94,14444,0.5,-1,6.70E-212,6391,0.5,-1
"135",0,1.2e-322,2173,1.2e-322,795,0.5,-1,0.5,-1,0.003908611,-1,0.936779082,-1,0.5,-1,3.66E-290,4807,2.80E-257,4763,4.44E-94,14549,0.5,-1,7.58E-212,6424,0.5,-1
"135",0,1.2e-322,2369,1.2e-322,754,0.5,-1,0.5,-1,0.003740278,-1,0.937564005,-1,0.5,-1,2.70E-290,4561,8.35E-256,5459,1.97E-94,14433,0.5,-1,7.24E-212,6371,0.5,-1
"135",0,1.2e-322,2261,1.2e-322,740,0.5,-1,0.5,-1,0.003717892,-1,0.933796612,-1,0.5,-1,5.48E-289,4722,1.11E-259,5329,2.13E-94,14418,0.5,-1,5.35E-212,6398,0.5,-1
"135",0,1.2e-322,2438,1.2e-322,808,0.5,-1,0.5,-1,0.003800634,-1,0.939035012,-1,0.5,-1,3.96E-290,4738,2.64E-258,4858,2.53E-94,14333,0.5,-1,5.78E-212,6380,0.5,-1
"135",0,1.2e-322,2108,1.2e-322,760,0.5,-1,0.5,-1,0.003476839,-1,0.942106301,-1,0.5,-1,1.16E-289,4684,8.01E-259,4952,3.52E-94,14366,0.5,-1,6.05E-212,6393,0.5,-1
"135",0,1.2e-322,2046,1.2e-322,819,0.5,-1,0.5,-1,0.004268344,-1,0.930734111,-1,0.5,-1,1.92E-289,5020,1.87E-257,4882,2.72E-94,14464,0.5,-1,8.26E-212,6375,0.5,-1
"135",0,1.2e-322,2219,1.2e-322,855,0.5,-1,0.5,-1,0.004105003,-1,0.938907649,-1,0.5,-1,1.33E-288,4967,4.28E-261,4930,3.07E-94,14582,0.5,-1,6.42E-212,6411,0.5,-1
"135",0,1.2e-322,2501,1.2e-322,815,0.5,-1,0.5,-1,0.003582778,-1,0.953514035,-1,0.5,-1,2.04E-290,4644,6.69E-256,4826,3.19E-94,14622,0.5,-1,7.11E-212,6410,0.5,-1
"135",0,1.2e-322,2265,1.2e-322,780,0.5,-1,0.5,-1,0.004230083,-1,0.941768736,-1,0.5,-1,9.26E-290,4272,6.67E-260,5397,2.90E-94,14512,0.5,-1,4.57E-212,6388,0.5,-1
"135",0,1.2e-322,2336,1.2e-322,745,0.5,-1,0.5,-1,0.004056013,-1,0.938845048,-1,0.5,-1,4.65E-292,4842,6.42E-258,5098,2.34E-94,14482,0.5,-1,5.68E-212,6398,0.5,-1
"135",0,1.2e-322,2253,1.2e-322,761,0.5,-1,0.5,-1,0.00374777,-1,0.944707083,-1,0.5,-1,2.30E-292,4276,8.52E-257,5085,6.57E-94,14460,0.5,-1,7.67E-212,6407,0.5,-1
"135",0,1.2e-322,2330,1.2e-322,777,0.5,-1,0.5,-1,0.003244914,-1,0.933529105,-1,0.5,-1,2.49E-291,5059,4.94E-257,5332,3.35E-94,14419,0.5,-1,6.50E-212,6412,0.5,-1
"135",0,1.2e-322,2326,1.2e-322,705,0.5,-1,0.5,-1,0.004100898,-1,0.935495507,-1,0.5,-1,2.39E-288,4309,3.65E-256,4827,2.48E-94,14477,0.5,-1,7.27E-212,6410,0.5,-1
"135",0,1.2e-322,2202,1.2e-322,842,0.5,-1,0.5,-1,0.003695641,-1,0.941899654,-1,0.5,-1,2.03E-291,4847,2.80E-257,4991,2.27E-94,14610,0.5,-1,6.35E-212,6405,0.5,-1
"135",0,1.2e-322,2346,1.2e-322,820,0.5,-1,0.5,-1,0.003885218,-1,0.931836366,-1,0.5,-1,1.47E-288,4570,6.04E-259,5110,5.38E-94,14480,0.5,-1,7.92E-212,6397,0.5,-1
"135",0,1.2e-322,2247,1.2e-322,725,0.5,-1,0.5,-1,0.004113225,-1,0.953101437,-1,0.5,-1,2.03E-291,4501,3.30E-257,5605,2.14E-94,14476,0.5,-1,7.99E-212,6402,0.5,-1
"135",0,1.2e-322,2307,1.2e-322,787,0.5,-1,0.5,-1,0.003932145,-1,0.94247539,-1,0.5,-1,3.89E-289,4429,6.82E-258,5020,2.63E-94,14484,0.5,-1,6.66E-212,6403,0.5,-1
"135",0,1.2e-322,2314,1.2e-322,787,0.5,-1,0.5,-1,0.003600746,-1,0.911513243,-1,0.5,-1,6.98E-290,4219,2.97E-260,5659,2.89E-94,14278,0.5,-1,6.48E-212,6392,0.5,-1
"135",0,1.2e-322,2215,1.2e-322,798,0.5,-1,0.5,-1,0.003885218,-1,0.945831989,-1,0.5,-1,9.08E-290,4746,6.42E-258,5559,3.68E-94,14551,0.5,-1,6.77E-212,6373,0.5,-1
"135",0,1.2e-322,2139,1.2e-322,761,0.5,-1,0.5,-1,0.003932145,-1,0.950260995,-1,0.5,-1,6.44E-290,4778,3.50E-258,5222,2.11E-94,14573,0.5,-1,5.88E-212,6401,0.5,-1
